,T2M,RH2M,WS2M,WD2M,ALLSKY_SFC_SW_DWN,PRECIPITATIONCAL
20210513,35.02,36.88,3.2,276.56,6.7,0.0
20210514,34.63,39.75,2.02,178.0,5.3,7.93
20210515,32.95,52.62,5.58,144.56,6.64,0.17
20210516,30.52,65.56,4.75,144.19,5.64,0.0
20210517,30.57,64.19,3.98,156.0,5.86,0.68
20210518,31.27,60.75,3.84,169.81,6.4,0.0
20210519,31.9,56.81,3.67,211.31,5.56,0.16
20210520,30.45,65.44,2.15,227.69,5.77,0.0
20210521,31.53,55.25,2.2,166.0,6.63,0.13
20210522,33.06,47.56,2.33,123.88,5.89,1.38
20210523,34.27,40.94,2.43,156.38,6.18,0.0
20210524,35.57,33.0,2.65,178.94,5.38,0.03
20210525,34.92,24.0,4.3,141.81,4.7,8.15
20210526,36.31,24.44,4.2,316.12,6.35,0.62
20210527,36.93,29.12,4.81,303.38,6.09,0.1
20210528,35.54,39.19,3.79,295.56,5.18,0.08
20210529,36.18,38.38,3.4,275.38,6.49,0.65
20210530,35.47,40.88,2.87,282.19,4.92,0.0
20210531,33.11,50.0,2.71,200.88,5.89,12.7
20210601,31.65,62.88,1.86,221.56,5.97,2.92
20210602,30.83,69.0,1.34,293.69,5.78,2.56
20210603,29.02,71.81,1.36,199.0,2.62,11.58
20210604,29.26,66.31,1.7,193.38,5.6,4.62
20210605,29.67,67.44,2.34,196.06,5.94,0.01
20210606,30.3,62.69,2.53,176.12,6.84,0.0
20210607,31.64,60.12,1.94,245.19,6.06,0.02
20210608,30.17,69.69,2.48,263.12,6.06,3.51
20210609,27.76,82.06,2.62,276.81,4.18,0.63
20210610,27.33,80.0,3.03,246.06,4.61,11.15
20210611,27.37,76.0,4.38,271.25,3.87,5.51
20210612,28.98,72.06,3.04,260.12,4.32,0.0
20210613,27.19,83.0,4.15,267.5,5.32,90.23
20210614,26.27,88.06,3.56,264.19,4.01,19.49
20210615,28.23,77.38,3.61,264.5,4.6,3.74
20210616,27.23,77.69,3.3,254.5,5.67,1.0
20210617,26.34,80.94,3.73,261.06,4.25,2.32
20210618,27.65,77.56,3.66,256.88,5.02,0.38
20210619,27.74,75.19,3.84,250.38,3.71,2.28
20210620,28.28,72.38,3.52,260.94,6.49,0.0
20210621,28.51,71.19,3.22,280.06,6.41,0.0
20210622,27.59,77.38,2.79,268.0,4.54,0.0
20210623,27.08,75.69,3.86,276.88,2.33,2.06
20210624,27.4,76.69,3.01,280.25,3.47,9.11
20210625,27.86,71.75,4.0,292.69,5.3,0.0
20210626,27.7,78.75,2.68,220.44,4.75,27.66
20210627,26.76,84.69,2.09,339.69,4.14,30.94
20210628,28.06,82.62,0.77,221.31,4.76,0.08
20210629,28.21,80.0,1.25,229.12,5.94,0.0
20210630,28.96,79.0,2.17,260.5,5.98,23.29
20210701,27.09,88.69,2.28,277.69,3.81,36.15
20210702,25.98,85.62,2.61,254.44,2.41,9.64
20210703,27.46,79.25,2.53,263.94,4.77,0.25
20210704,27.83,79.94,2.16,207.31,6.08,0.44
20210705,28.79,76.94,1.23,166.62,3.49,2.01
20210706,27.9,81.25,1.52,294.94,5.77,0.05
20210707,28.45,80.0,1.55,235.88,4.73,26.96
20210708,26.59,89.62,2.14,258.06,2.51,11.68
20210709,27.96,77.75,1.26,223.62,4.59,1.28
20210710,27.37,82.5,0.97,211.88,4.51,6.34
20210711,26.73,88.25,1.49,145.75,3.7,4.28
20210712,27.81,82.19,1.59,137.0,3.85,13.99
20210713,26.85,88.19,1.68,140.5,2.96,12.62
20210714,26.61,88.38,2.95,259.56,2.53,0.37
20210715,27.44,83.56,2.94,189.5,3.61,18.79
20210716,27.54,83.5,2.51,137.94,4.0,0.22
20210717,28.06,84.0,1.34,113.69,5.37,1.73
20210718,27.82,86.31,1.99,167.25,5.66,8.54
20210719,28.22,81.75,1.26,195.75,5.31,3.51
20210720,26.07,86.75,4.45,263.38,3.64,30.15
20210721,25.47,90.06,4.82,263.88,1.82,53.81
20210722,25.79,93.0,4.74,295.5,0.92,54.4
20210723,25.71,90.62,4.1,276.44,2.51,7.19
20210724,26.89,84.06,3.47,272.81,4.35,7.73
20210725,27.28,83.25,3.36,254.88,5.37,4.46
20210726,27.72,84.56,3.49,256.75,5.98,7.33
20210727,27.01,84.0,3.58,258.69,5.77,5.66
20210728,26.79,83.31,3.56,265.62,5.67,5.19
20210729,26.23,85.38,3.56,268.25,2.62,11.49
20210730,25.4,88.44,3.52,257.25,2.71,10.4
20210731,26.32,83.31,3.84,260.06,4.11,3.55
20210801,26.69,82.56,3.79,262.5,4.44,0.77
20210802,26.83,82.38,3.66,264.69,5.24,0.43
20210803,26.88,82.25,3.11,257.69,4.32,0.97
20210804,27.4,82.75,2.91,263.12,5.68,1.58
20210805,26.57,85.94,3.01,259.5,4.6,1.64
20210806,27.31,82.62,2.88,271.75,4.03,1.64
20210807,27.76,81.56,1.49,266.75,4.87,4.63
20210808,28.21,81.06,1.3,203.12,5.0,4.21
20210809,27.79,82.12,1.09,253.62,4.81,0.81
20210810,26.61,89.88,2.03,304.88,4.21,1.66
20210811,27.4,84.0,1.86,306.62,5.37,0.42
20210812,27.08,86.12,1.44,291.75,5.77,0.51
20210813,25.71,88.25,2.23,297.62,4.57,1.45
20210814,26.23,85.69,1.9,299.31,5.35,2.04
20210815,26.38,87.06,1.96,295.0,4.71,63.9
20210816,25.89,90.25,2.38,293.31,2.51,8.49
20210817,25.25,92.62,2.85,265.75,1.82,2.03
20210818,25.84,86.88,2.95,245.94,2.63,2.41
20210819,26.45,87.75,2.46,262.31,3.45,1.53
20210820,25.96,86.94,1.73,249.75,2.58,1.97
20210821,26.14,86.06,1.74,204.75,3.26,18.22
20210822,26.25,85.25,1.58,197.25,5.98,4.49
20210823,26.85,83.25,1.24,197.0,6.08,3.58
20210824,28.24,79.81,1.12,197.12,6.09,2.75
20210825,27.64,84.94,0.86,290.25,5.5,5.42
20210826,26.55,89.44,1.57,267.5,4.18,4.2
20210827,27.18,82.69,0.74,280.94,5.05,13.07
20210828,27.05,82.75,0.92,283.69,3.15,11.59
20210829,26.98,83.56,0.91,210.25,3.46,1.51
20210830,26.29,91.12,1.72,163.94,3.79,18.73
20210831,25.61,87.0,3.1,154.56,3.31,4.38
20210901,26.09,86.94,1.98,164.44,3.89,3.44
20210902,26.77,85.5,1.3,161.31,5.5,0.37
20210903,26.54,88.31,0.91,136.69,4.09,16.39
20210904,26.6,87.31,1.06,163.06,5.32,8.53
20210905,26.2,90.38,1.4,280.56,4.03,4.62
20210906,25.73,93.31,2.15,299.75,2.04,26.27
20210907,25.68,91.56,3.55,246.88,2.93,15.32
20210908,26.36,88.5,3.25,192.19,3.96,0.9
20210909,26.68,85.56,2.8,250.94,5.53,1.3
20210910,26.79,86.25,2.22,269.81,4.89,12.87
20210911,26.65,87.38,2.3,265.69,3.46,8.22
20210912,26.74,88.0,2.31,256.75,4.95,3.6
20210913,26.22,89.81,2.7,253.06,4.24,11.68
20210914,26.4,89.31,2.98,253.19,3.73,0.75
20210915,26.59,85.88,2.46,240.25,5.93,0.62
20210916,26.91,83.62,2.15,248.25,5.93,0.21
20210917,26.82,82.94,1.85,257.75,5.68,1.1
20210918,26.55,83.38,1.29,279.75,2.84,3.61
20210919,26.74,83.5,1.0,286.69,5.15,15.06
20210920,26.66,87.44,0.84,210.19,3.47,26.27
20210921,26.62,88.0,1.01,283.0,4.34,12.7
20210922,26.14,89.69,1.87,307.81,3.5,1.32
20210923,25.99,91.38,1.25,192.0,3.63,8.77
20210924,26.06,89.56,1.97,191.69,4.89,0.47
20210925,26.27,88.19,2.39,244.56,4.53,24.02
20210926,26.08,90.5,2.14,189.94,4.75,1.41
20210927,25.31,93.69,2.19,240.19,1.79,83.3
20210928,25.73,88.44,2.86,167.31,4.51,3.97
20210929,25.98,78.06,1.27,218.5,5.85,0.48
20210930,27.24,79.94,0.75,150.62,5.52,0.0
20211001,26.85,85.81,1.3,139.44,5.47,1.51
20211002,26.82,85.19,1.18,150.06,5.19,0.4
20211003,27.3,81.62,0.8,169.88,5.29,0.14
20211004,27.41,83.19,1.03,113.94,5.42,0.49
20211005,26.74,88.44,1.2,131.31,4.57,0.31
20211006,26.83,85.31,1.27,122.69,5.81,0.1
20211007,26.9,85.88,0.95,137.12,5.63,0.83
20211008,27.18,85.31,0.69,246.75,4.83,0.23
20211009,27.65,81.88,0.75,100.44,4.52,4.82
20211010,25.98,83.56,1.38,26.06,5.54,0.15
20211011,25.04,81.56,1.49,17.5,5.97,0.44
20211012,25.3,82.38,1.62,139.81,5.66,0.02
20211013,25.33,83.06,1.74,194.44,5.39,0.38
20211014,25.38,82.81,1.8,216.12,5.45,0.42
20211015,25.55,88.31,1.95,130.75,4.27,5.31
20211016,25.76,92.0,1.3,84.69,2.59,46.15
20211017,25.9,91.94,2.5,138.25,3.0,0.13
20211018,26.65,88.12,1.98,252.56,5.0,0.0
20211019,25.22,81.5,1.96,318.69,4.87,1.83
20211020,23.82,79.44,1.54,335.69,5.44,0.19
20211021,23.78,81.75,1.64,338.44,5.81,1.03
20211022,22.58,75.69,1.5,143.5,5.87,0.06
20211023,22.86,74.06,1.29,277.0,5.82,0.98
20211024,23.36,78.44,1.18,322.75,5.27,0.36
20211025,22.91,84.25,1.58,119.81,5.34,0.0
20211026,22.76,83.0,1.84,24.44,5.32,0.0
20211027,22.19,82.44,2.0,18.69,5.37,0.0
20211028,23.62,84.62,2.59,22.31,5.08,0.0
20211029,24.23,86.0,2.55,26.31,5.02,0.56
20211030,24.12,86.62,2.3,72.44,5.02,0.17
20211031,22.43,79.25,2.26,165.75,5.37,0.93
20211101,22.72,83.25,1.36,119.19,4.92,0.43
20211102,24.2,89.19,1.02,171.12,3.25,1.73
20211103,24.08,86.88,0.95,49.12,4.0,1.33
20211104,24.65,86.12,1.2,47.31,4.26,0.0
20211105,24.8,84.12,1.02,80.88,4.46,0.0
20211106,23.77,83.88,1.49,30.88,4.86,0.0
20211107,22.13,81.5,1.74,28.81,4.96,0.0
20211108,20.74,78.75,1.52,29.0,5.43,0.3
20211109,20.34,78.62,1.76,25.12,3.93,0.1
20211110,19.8,78.19,1.82,141.94,4.77,0.26
20211111,20.58,82.88,2.09,68.94,3.7,0.9
20211112,24.23,85.12,1.48,48.94,3.61,0.03
20211113,25.19,87.88,1.66,83.38,2.94,1.27
20211114,25.26,87.75,1.32,113.94,3.53,0.0
20211115,25.55,87.75,1.25,102.62,3.98,6.65
20211116,25.62,87.56,1.37,113.0,4.06,0.01
20211117,25.58,85.62,1.41,138.69,4.13,0.0
20211118,25.3,86.69,0.96,84.81,3.82,0.0
20211119,24.52,88.56,1.54,85.25,3.54,0.03
20211120,25.39,88.25,2.14,104.94,3.23,0.0
20211121,25.42,87.62,1.79,124.25,4.21,0.07
20211122,26.36,82.25,0.76,151.88,4.55,0.0
20211123,26.12,82.5,0.94,102.56,3.11,0.13
20211124,25.26,80.94,1.58,49.88,4.2,0.0
20211125,23.26,79.69,1.39,24.19,4.61,0.0
20211126,22.32,76.88,1.38,29.19,4.69,0.0
20211127,20.85,76.69,1.56,53.06,4.25,0.01
20211128,20.91,77.69,1.3,49.94,4.42,0.01
20211129,21.69,76.88,1.29,55.94,3.07,0.39
20211130,22.05,70.38,1.24,54.81,4.51,0.0
20211201,21.35,73.88,1.21,64.69,4.39,0.0
20211202,20.85,77.94,0.84,108.62,4.13,0.0
20211203,21.32,77.31,1.17,57.56,4.1,0.0
20211204,21.92,76.5,1.7,96.19,4.76,0.0
20211205,22.24,76.25,1.52,127.19,4.77,0.0
20211206,21.77,75.38,1.36,68.44,4.97,0.0
20211207,21.9,76.25,1.7,25.81,4.63,0.0
20211208,22.52,80.25,1.36,101.0,4.28,0.0
20211209,23.21,81.19,1.33,45.5,3.8,0.0
20211210,23.0,82.56,1.27,56.62,3.18,0.0
20211211,22.93,78.12,1.51,45.88,4.24,0.0
20211212,22.15,77.0,1.23,54.81,4.14,0.0
20211213,21.76,77.44,0.95,46.44,3.87,0.0
20211214,21.64,79.31,0.94,58.0,3.46,0.0
20211215,20.71,74.25,1.34,34.75,3.57,0.0
20211216,20.18,70.06,1.15,78.56,4.34,0.0
20211217,20.33,63.75,0.94,54.25,4.58,0.0
20211218,19.14,68.5,1.55,32.25,4.59,0.0
20211219,18.24,72.44,1.62,33.81,4.15,0.0
20211220,16.62,58.62,1.51,64.81,4.52,0.0
20211221,16.61,50.94,1.18,97.62,5.11,0.0
20211222,18.76,45.25,0.91,111.19,4.92,0.0
20211223,20.41,45.75,0.88,113.06,4.7,0.0
20211224,20.18,58.69,1.4,166.75,4.34,0.0
20211225,21.34,70.94,1.2,183.12,4.12,0.0
20211226,21.78,76.5,1.19,168.88,3.47,0.0
20211227,21.93,79.38,1.53,163.81,2.69,0.0
20211228,21.89,78.69,2.07,169.56,3.6,0.08
20211229,22.28,76.0,1.88,165.0,3.72,0.18
20211230,21.4,78.12,1.48,78.75,4.02,0.0
20211231,21.59,72.88,1.2,60.06,4.32,0.0
